station_id,timestamp,DO,pH,conductivity,turbidity,BOD,nitrate
STN_D,2025-03-08 17:00:00,4.76,7.07,513.73,24.67,12.18,13.91
STN_A,2025-03-08 18:00:00,6.2,7.31,330.5,9.88,4.03,5.47
STN_B,2025-03-08 18:00:00,5.8,7.25,367.63,10.34,5.58,6.48
STN_C,2025-03-08 18:00:00,5.15,7.17,453.13,16.69,9.75,10.25
STN_D,2025-03-08 18:00:00,4.52,6.93,537.07,26.76,11.92,13.5
STN_A,2025-03-08 19:00:00,6.72,7.33,318.85,8.19,3.19,5.33
STN_B,2025-03-08 19:00:00,6.09,7.26,385.17,14.17,5.74,7.28
STN_C,2025-03-08 19:00:00,4.91,7.02,455.2,18.43,9.51,10.11
STN_D,2025-03-08 19:00:00,4.52,7.1,535.97,25.58,12.47,12.89
STN_A,2025-03-08 20:00:00,6.39,7.42,321.38,9.26,5.08,5.01
STN_B,2025-03-08 20:00:00,5.23,7.44,370.28,12.36,6.65,7.91
STN_C,2025-03-08 20:00:00,5.68,7.05,467.91,18.36,11.26,10.73
STN_D,2025-03-08 20:00:00,4.38,6.92,480.67,26.08,12.87,13.51
STN_A,2025-03-08 21:00:00,5.81,7.3,327.28,10.74,4.02,5.72
STN_B,2025-03-08 21:00:00,5.6,7.31,375.95,13.85,5.63,8.07
STN_C,2025-03-08 21:00:00,5.12,7.01,434.52,17.13,9.36,9.7
STN_D,2025-03-08 21:00:00,4.27,7.07,471.9,24.42,11.0,12.55
STN_A,2025-03-08 22:00:00,6.69,7.4,315.63,9.85,4.06,6.15
STN_B,2025-03-08 22:00:00,6.23,7.24,409.08,12.48,7.56,6.91
STN_C,2025-03-08 22:00:00,5.4,7.15,447.54,19.97,10.61,8.69
STN_D,2025-03-08 22:00:00,4.86,6.94,481.17,25.84,12.48,13.47
STN_A,2025-03-08 23:00:00,6.85,7.51,311.02,8.46,4.62,5.88
STN_B,2025-03-08 23:00:00,6.15,7.32,379.24,10.28,6.68,6.19
STN_C,2025-03-08 23:00:00,5.55,7.15,426.8,15.82,8.38,9.86
STN_D,2025-03-08 23:00:00,5.18,7.03,528.26,26.97,12.92,13.06
STN_A,2025-03-09 00:00:00,6.65,7.5,309.78,10.79,4.76,5.19
STN_B,2025-03-09 00:00:00,6.42,7.38,374.54,12.81,5.87,8.23
STN_C,2025-03-09 00:00:00,5.36,7.21,438.32,16.88,7.64,10.31
STN_D,2025-03-09 00:00:00,4.71,7.15,526.26,25.29,10.94,13.42
STN_A,2025-03-09 01:00:00,6.8,7.38,326.52,6.18,2.39,5.84
STN_B,2025-03-09 01:00:00,6.23,7.25,365.63,10.98,6.98,6.07
STN_C,2025-03-09 01:00:00,5.29,7.27,443.32,18.41,8.67,11.28
STN_D,2025-03-09 01:00:00,4.61,7.11,542.61,24.5,11.46,13.52
STN_A,2025-03-09 02:00:00,7.42,7.45,342.0,8.14,4.47,5.96
STN_B,2025-03-09 02:00:00,6.74,7.41,369.99,16.13,5.43,7.25
STN_C,2025-03-09 02:00:00,5.97,7.26,481.98,18.14,8.99,11.0
STN_D,2025-03-09 02:00:00,5.07,7.18,522.98,26.45,12.64,12.82
STN_A,2025-03-09 03:00:00,6.66,7.4,292.46,7.93,2.18,4.97
STN_B,2025-03-09 03:00:00,6.66,7.5,387.63,13.42,6.39,6.87
STN_C,2025-03-09 03:00:00,5.89,7.17,453.48,15.69,9.92,9.49
STN_D,2025-03-09 03:00:00,5.26,7.16,537.5,22.54,11.8,13.39
STN_A,2025-03-09 04:00:00,7.82,7.55,311.15,11.1,4.7,5.89
STN_B,2025-03-09 04:00:00,6.33,7.49,363.81,10.11,6.53,7.45
STN_C,2025-03-09 04:00:00,5.85,7.36,444.53,17.66,9.03,9.92
STN_D,2025-03-09 04:00:00,5.68,7.07,508.75,23.28,13.57,12.87
STN_A,2025-03-09 05:00:00,7.11,7.54,332.8,9.06,3.6,4.82
STN_B,2025-03-09 05:00:00,6.31,7.47,399.3,11.19,6.57,6.71
STN_C,2025-03-09 05:00:00,5.72,7.31,485.28,18.88,8.73,9.85
STN_D,2025-03-09 05:00:00,5.92,7.18,508.57,24.97,12.23,13.34
STN_A,2025-03-09 06:00:00,7.82,7.66,323.04,8.0,4.38,4.7
STN_B,2025-03-09 06:00:00,7.06,7.45,387.43,14.63,6.5,7.2
STN_C,2025-03-09 06:00:00,5.91,7.26,433.02,18.86,7.35,10.64
STN_D,2025-03-09 06:00:00,5.58,7.17,512.07,25.04,10.64,13.56
STN_A,2025-03-09 07:00:00,7.3,7.68,325.94,8.41,4.38,4.48
STN_B,2025-03-09 07:00:00,6.61,7.47,375.52,11.2,5.84,7.09
STN_C,2025-03-09 07:00:00,6.74,7.23,439.9,17.83,10.26,11.01
STN_D,2025-03-09 07:00:00,5.93,7.16,529.69,23.49,11.78,12.39
STN_A,2025-03-09 08:00:00,7.44,7.55,323.45,6.79,4.74,3.62
STN_B,2025-03-09 08:00:00,6.62,7.44,349.74,12.64,5.92,7.4
STN_C,2025-03-09 08:00:00,6.59,7.27,464.65,20.13,9.45,9.54
STN_D,2025-03-09 08:00:00,4.8,7.18,514.06,26.99,11.68,13.05
STN_A,2025-03-09 09:00:00,6.87,7.5,305.92,6.78,4.02,4.7
STN_B,2025-03-09 09:00:00,7.4,7.5,396.33,11.89,6.14,6.8
STN_C,2025-03-09 09:00:00,6.7,7.22,441.0,16.93,9.33,10.91
STN_D,2025-03-09 09:00:00,5.54,7.07,508.35,26.93,13.74,12.97
STN_A,2025-03-09 10:00:00,7.47,7.39,307.41,6.55,4.39,4.95
STN_B,2025-03-09 10:00:00,6.58,7.51,370.26,12.2,4.99,7.76
STN_C,2025-03-09 10:00:00,6.14,7.24,451.86,17.3,7.94,10.24
STN_D,2025-03-09 10:00:00,5.34,7.27,514.16,25.46,12.95,13.75
STN_A,2025-03-09 11:00:00,6.8,7.46,312.18,6.71,5.24,5.1
STN_B,2025-03-09 11:00:00,6.37,7.4,380.87,11.73,5.45,8.0
STN_C,2025-03-09 11:00:00,5.52,7.11,448.85,21.3,8.4,10.48
STN_D,2025-03-09 11:00:00,4.91,7.1,533.89,22.48,11.34,13.6
STN_A,2025-03-09 12:00:00,6.89,7.48,330.73,6.72,4.9,5.55
STN_B,2025-03-09 12:00:00,6.33,7.4,397.53,11.17,6.59,8.11
STN_C,2025-03-09 12:00:00,5.75,7.14,484.83,18.4,10.18,9.81
STN_D,2025-03-09 12:00:00,5.18,7.01,524.91,24.15,13.58,12.93
STN_A,2025-03-09 13:00:00,6.4,7.44,328.11,8.02,3.41,5.68
STN_B,2025-03-09 13:00:00,6.51,7.2,366.9,11.82,5.63,7.37
STN_C,2025-03-09 13:00:00,5.98,7.1,473.71,15.86,9.42,9.7
STN_D,2025-03-09 13:00:00,4.87,6.89,500.78,25.77,11.55,12.86
STN_A,2025-03-09 14:00:00,7.16,7.42,333.58,6.92,2.98,5.01
STN_B,2025-03-09 14:00:00,5.56,7.25,383.62,11.89,6.33,7.42
STN_C,2025-03-09 14:00:00,4.95,7.03,417.38,17.5,9.65,10.95
STN_D,2025-03-09 14:00:00,4.66,7.12,525.81,25.22,11.57,11.63
STN_A,2025-03-09 15:00:00,6.87,7.38,340.88,6.63,6.0,4.91
STN_B,2025-03-09 15:00:00,5.7,7.27,382.61,11.95,5.64,5.97
STN_C,2025-03-09 15:00:00,4.96,7.17,436.86,15.48,8.21,10.0
STN_D,2025-03-09 15:00:00,4.28,6.96,508.08,26.57,12.45,14.39
STN_A,2025-03-09 16:00:00,6.31,7.35,337.81,8.64,3.3,5.39
STN_B,2025-03-09 16:00:00,5.94,7.13,370.29,12.34,7.21,7.48
STN_C,2025-03-09 16:00:00,4.95,7.01,462.02,14.42,8.41,10.9
STN_D,2025-03-09 16:00:00,4.51,6.91,502.03,26.32,12.12,12.93
STN_A,2025-03-09 17:00:00,6.49,7.37,321.37,6.07,3.23,5.5
STN_B,2025-03-09 17:00:00,5.94,7.29,371.26,13.2,5.76,7.84
STN_C,2025-03-09 17:00:00,4.85,7.02,447.78,19.33,9.03,10.08
STN_D,2025-03-09 17:00:00,4.26,6.98,518.99,23.88,12.16,13.15
STN_A,2025-03-09 18:00:00,7.06,7.31,307.46,8.47,3.26,4.41
STN_B,2025-03-09 18:00:00,5.32,7.19,368.81,10.13,5.86,5.64
STN_C,2025-03-09 18:00:00,5.2,7.01,443.91,18.94,9.35,9.68
STN_D,2025-03-09 18:00:00,4.49,7.08,504.87,26.19,11.16,13.76
STN_A,2025-03-09 19:00:00,6.16,7.3,337.29,9.14,3.51,5.13
STN_B,2025-03-09 19:00:00,5.56,7.13,382.89,11.52,5.3,7.84
STN_C,2025-03-09 19:00:00,4.8,7.07,466.25,17.67,8.47,10.23
STN_D,2025-03-09 19:00:00,4.51,7.03,548.12,24.37,12.21,12.29
STN_A,2025-03-09 20:00:00,6.62,7.38,317.37,7.13,3.78,5.2
STN_B,2025-03-09 20:00:00,5.53,7.24,380.3,9.74,5.21,6.66
STN_C,2025-03-09 20:00:00,5.59,7.0,449.22,16.49,8.43,9.19
STN_D,2025-03-09 20:00:00,4.62,6.86,533.66,25.76,11.99,13.62
STN_A,2025-03-09 21:00:00,7.43,7.42,303.25,10.29,4.2,6.32
STN_B,2025-03-09 21:00:00,5.75,7.39,380.05,16.04,5.83,8.85
STN_C,2025-03-09 21:00:00,5.33,7.15,475.56,16.87,9.83,9.88
STN_D,2025-03-09 21:00:00,4.55,6.99,528.64,25.85,11.59,13.13
STN_A,2025-03-09 22:00:00,5.9,7.48,345.46,8.34,2.77,5.5
STN_B,2025-03-09 22:00:00,5.77,7.32,390.34,12.87,6.92,7.14
STN_C,2025-03-09 22:00:00,5.36,7.16,448.98,17.02,9.41,9.38
STN_D,2025-03-09 22:00:00,4.58,6.89,511.73,24.28,11.27,13.71
STN_A,2025-03-09 23:00:00,7.03,7.53,317.23,7.4,4.7,5.13
STN_B,2025-03-09 23:00:00,6.16,7.12,391.4,12.99,6.05,7.54
STN_C,2025-03-09 23:00:00,5.6,7.07,446.76,16.54,10.22,10.64
STN_D,2025-03-09 23:00:00,4.48,7.08,524.23,24.02,12.15,13.57
STN_A,2025-03-10 00:00:00,7.13,7.64,321.47,7.7,4.5,4.94
STN_B,2025-03-10 00:00:00,6.08,7.28,328.64,13.15,4.74,6.52
STN_C,2025-03-10 00:00:00,5.64,7.13,482.29,15.79,10.84,10.88
STN_D,2025-03-10 00:00:00,5.12,7.17,526.12,22.5,12.46,12.16
STN_A,2025-03-10 01:00:00,6.82,7.47,306.39,9.47,3.88,5.3
STN_B,2025-03-10 01:00:00,6.38,7.39,366.75,10.29,5.93,6.47
STN_C,2025-03-10 01:00:00,6.1,7.07,485.11,18.5,9.11,9.73
STN_D,2025-03-10 01:00:00,5.18,7.06,524.56,26.31,12.59,13.8
STN_A,2025-03-10 02:00:00,7.26,7.42,288.85,8.37,4.23,6.21
STN_B,2025-03-10 02:00:00,6.47,7.43,391.71,12.82,6.73,6.56
STN_C,2025-03-10 02:00:00,5.51,7.18,417.44,17.99,8.52,10.24
STN_D,2025-03-10 02:00:00,5.02,7.02,539.71,25.17,12.74,13.16
STN_A,2025-03-10 03:00:00,7.34,7.41,339.22,9.37,4.04,5.22
STN_B,2025-03-10 03:00:00,6.9,7.39,356.3,11.52,6.17,7.03
STN_C,2025-03-10 03:00:00,6.3,7.14,437.55,16.46,9.39,9.13
STN_D,2025-03-10 03:00:00,5.43,7.05,508.45,27.71,13.04,13.12
STN_A,2025-03-10 04:00:00,6.89,7.7,317.11,8.42,4.78,3.87
STN_B,2025-03-10 04:00:00,6.49,7.43,382.01,10.09,6.31,7.07
STN_C,2025-03-10 04:00:00,6.48,7.32,446.01,17.76,9.86,10.22
STN_D,2025-03-10 04:00:00,4.87,7.3,505.2,28.77,12.39,12.67
STN_A,2025-03-10 05:00:00,6.62,7.61,296.79,8.59,5.6,4.37
STN_B,2025-03-10 05:00:00,6.95,7.38,397.05,12.15,6.03,7.77
STN_C,2025-03-10 05:00:00,6.22,7.18,476.86,15.75,9.27,9.56
STN_D,2025-03-10 05:00:00,4.89,7.06,519.31,25.57,12.9,13.94
STN_A,2025-03-10 06:00:00,7.43,7.51,335.63,7.13,2.77,5.61
STN_B,2025-03-10 06:00:00,7.15,7.38,409.46,12.92,6.4,6.74
STN_C,2025-03-10 06:00:00,6.35,7.13,444.95,16.95,8.0,10.57
STN_D,2025-03-10 06:00:00,5.45,7.21,515.87,26.53,12.11,12.77
STN_A,2025-03-10 07:00:00,7.14,7.39,337.51,9.62,6.39,4.85
STN_B,2025-03-10 07:00:00,6.53,7.31,394.45,13.14,7.29,6.5
STN_C,2025-03-10 07:00:00,6.25,7.2,470.2,18.85,7.8,9.97
STN_D,2025-03-10 07:00:00,4.75,7.05,503.51,24.09,11.84,13.15
STN_A,2025-03-10 08:00:00,7.32,7.53,325.03,6.17,4.11,5.91
STN_B,2025-03-10 08:00:00,6.63,7.47,386.07,13.34,6.28,7.56
STN_C,2025-03-10 08:00:00,6.13,7.29,456.68,16.54,8.11,9.84
STN_D,2025-03-10 08:00:00,5.75,7.12,524.69,22.1,12.2,13.1
STN_A,2025-03-10 09:00:00,6.4,7.54,295.28,6.96,4.84,5.14
STN_B,2025-03-10 09:00:00,6.47,7.38,373.78,12.29,5.09,7.72
STN_C,2025-03-10 09:00:00,5.56,7.08,464.91,17.39,9.1,10.44
STN_D,2025-03-10 09:00:00,4.98,7.13,529.77,27.51,11.64,12.77
STN_A,2025-03-10 10:00:00,7.27,7.51,317.99,10.44,2.7,4.19
STN_B,2025-03-10 10:00:00,6.0,7.49,387.77,9.99,5.95,7.03
STN_C,2025-03-10 10:00:00,5.13,7.21,432.38,19.11,8.13,10.18
STN_D,2025-03-10 10:00:00,5.49,7.17,527.65,24.92,10.85,12.78
STN_A,2025-03-10 11:00:00,6.91,7.45,297.04,8.7,3.1,5.97
STN_B,2025-03-10 11:00:00,6.42,7.45,394.43,15.16,6.19,6.81
STN_C,2025-03-10 11:00:00,5.56,7.29,430.24,16.73,9.24,9.95
STN_D,2025-03-10 11:00:00,5.27,6.96,519.04,24.77,11.19,13.57
STN_A,2025-03-10 12:00:00,6.82,7.43,307.68,7.49,3.23,5.56
STN_B,2025-03-10 12:00:00,6.56,7.48,386.56,11.54,5.67,7.34
STN_C,2025-03-10 12:00:00,5.61,7.13,446.11,19.8,8.7,10.85
STN_D,2025-03-10 12:00:00,4.9,7.02,508.27,24.81,12.45,12.82
STN_A,2025-03-10 13:00:00,6.97,7.39,318.17,6.12,4.49,4.88
STN_B,2025-03-10 13:00:00,6.59,7.38,381.31,13.88,6.37,7.65
STN_C,2025-03-10 13:00:00,5.16,7.16,457.59,15.73,10.25,9.35
STN_D,2025-03-10 13:00:00,4.33,6.79,527.15,22.58,11.63,13.55
STN_A,2025-03-10 14:00:00,6.65,7.34,296.18,7.88,4.73,5.47
STN_B,2025-03-10 14:00:00,6.53,7.24,360.29,12.51,6.21,7.04
STN_C,2025-03-10 14:00:00,5.07,6.88,434.95,18.88,9.27,10.62
STN_D,2025-03-10 14:00:00,4.7,7.05,531.52,25.08,12.07,11.3
STN_A,2025-03-10 15:00:00,6.29,7.32,318.41,6.65,4.79,4.52
STN_B,2025-03-10 15:00:00,6.22,7.2,370.99,11.02,5.65,7.75
STN_C,2025-03-10 15:00:00,5.09,7.05,438.92,17.65,9.22,9.91
STN_D,2025-03-10 15:00:00,4.45,7.05,524.15,23.32,11.98,12.72
STN_A,2025-03-10 16:00:00,6.57,7.37,337.0,6.93,3.89,4.41
STN_B,2025-03-10 16:00:00,5.8,7.13,384.87,11.96,6.17,7.52
STN_C,2025-03-10 16:00:00,5.18,6.95,441.71,17.92,8.78,9.92
STN_D,2025-03-10 16:00:00,4.9,6.96,525.78,22.03,12.64,14.75
STN_A,2025-03-10 17:00:00,6.76,7.31,354.26,8.08,4.29,4.88
STN_B,2025-03-10 17:00:00,5.67,7.07,391.86,11.6,5.89,7.21
STN_C,2025-03-10 17:00:00,4.94,7.07,468.09,18.65,8.92,9.97
STN_D,2025-03-10 17:00:00,4.42,6.88,523.16,26.07,12.11,12.79
STN_A,2025-03-10 18:00:00,6.26,7.39,303.54,6.82,2.76,5.06
STN_B,2025-03-10 18:00:00,6.0,7.35,403.27,11.01,6.24,6.8
STN_C,2025-03-10 18:00:00,5.54,7.15,452.56,17.11,6.28,9.18
STN_D,2025-03-10 18:00:00,3.79,6.83,548.23,23.1,11.19,12.49
STN_A,2025-03-10 19:00:00,7.14,7.34,334.95,8.3,2.45,5.96
STN_B,2025-03-10 19:00:00,5.88,7.24,406.44,11.52,5.93,6.83
STN_C,2025-03-10 19:00:00,5.38,7.11,454.22,16.46,8.75,9.41
STN_D,2025-03-10 19:00:00,4.71,6.82,543.96,26.97,11.31,12.79
STN_A,2025-03-10 20:00:00,6.19,7.39,341.23,9.82,3.69,5.79
STN_B,2025-03-10 20:00:00,6.16,7.24,379.9,14.35,6.89,7.78
STN_C,2025-03-10 20:00:00,5.88,7.1,454.93,20.08,10.63,9.67
STN_D,2025-03-10 20:00:00,4.35,6.87,525.18,26.38,11.28,13.72
STN_A,2025-03-10 21:00:00,6.35,7.33,336.99,7.1,2.92,5.49
STN_B,2025-03-10 21:00:00,5.85,7.37,392.54,9.42,7.09,8.18
STN_C,2025-03-10 21:00:00,5.5,7.16,446.33,17.33,9.21,10.59
STN_D,2025-03-10 21:00:00,4.76,6.94,511.95,22.81,12.56,12.81
STN_A,2025-03-10 22:00:00,6.5,7.53,329.02,8.52,4.7,5.89
STN_B,2025-03-10 22:00:00,5.5,7.24,376.56,10.57,5.83,6.11
STN_C,2025-03-10 22:00:00,5.57,7.05,453.05,18.12,9.49,8.56
STN_D,2025-03-10 22:00:00,4.73,6.97,526.14,23.27,12.37,13.82
STN_A,2025-03-10 23:00:00,6.77,7.36,309.94,8.9,4.5,5.25
STN_B,2025-03-10 23:00:00,6.1,7.33,379.07,11.47,6.65,7.23
STN_C,2025-03-10 23:00:00,5.8,7.2,454.2,18.93,8.27,9.99
STN_D,2025-03-10 23:00:00,4.81,6.89,526.48,23.6,11.36,12.72
STN_A,2025-03-11 00:00:00,6.83,7.33,332.89,8.31,5.58,5.22
STN_B,2025-03-11 00:00:00,6.41,7.27,362.31,12.97,5.16,7.42
STN_C,2025-03-11 00:00:00,6.05,7.21,458.6,18.44,8.73,9.97
STN_D,2025-03-11 00:00:00,4.67,6.93,520.57,26.7,11.01,13.88
STN_A,2025-03-11 01:00:00,7.33,7.5,326.11,7.76,4.07,4.76
STN_B,2025-03-11 01:00:00,6.38,7.38,408.26,12.89,5.87,6.98
STN_C,2025-03-11 01:00:00,5.45,7.12,463.7,17.3,8.54,9.68
STN_D,2025-03-11 01:00:00,4.75,7.15,522.18,24.62,12.06,13.17
STN_A,2025-03-11 02:00:00,6.86,7.38,340.12,9.52,4.34,5.59
STN_B,2025-03-11 02:00:00,7.06,7.35,363.24,13.03,4.86,7.06
STN_C,2025-03-11 02:00:00,5.7,7.24,442.8,19.84,8.44,10.46
STN_D,2025-03-11 02:00:00,4.89,7.13,504.82,25.0,13.1,13.11
STN_A,2025-03-11 03:00:00,7.55,7.51,312.46,8.3,4.53,3.89
STN_B,2025-03-11 03:00:00,6.75,7.33,362.21,12.85,7.11,7.17
STN_C,2025-03-11 03:00:00,5.48,7.15,443.76,18.33,8.98,10.33
STN_D,2025-03-11 03:00:00,5.49,7.14,533.51,24.63,14.67,13.37
STN_A,2025-03-11 04:00:00,7.48,7.66,321.36,7.07,5.08,5.86
STN_B,2025-03-11 04:00:00,6.72,7.56,378.79,13.44,7.25,7.1
STN_C,2025-03-11 04:00:00,6.11,7.31,444.54,16.82,10.1,10.22
STN_D,2025-03-11 04:00:00,5.12,7.13,527.66,22.68,12.61,13.28
STN_A,2025-03-11 05:00:00,7.82,7.52,340.69,7.97,4.15,5.21
STN_B,2025-03-11 05:00:00,7.35,7.33,387.46,12.1,6.01,7.39
STN_C,2025-03-11 05:00:00,6.35,7.28,468.56,17.66,9.0,9.44
STN_D,2025-03-11 05:00:00,5.91,7.12,515.58,25.95,12.92,12.62
STN_A,2025-03-11 06:00:00,7.69,7.51,341.5,7.22,4.62,5.06
STN_B,2025-03-11 06:00:00,6.4,7.32,368.89,13.52,4.48,7.24
STN_C,2025-03-11 06:00:00,6.11,7.1,438.08,16.84,9.08,10.92
STN_D,2025-03-11 06:00:00,5.66,7.11,507.59,22.7,11.73,12.5
STN_A,2025-03-11 07:00:00,7.31,7.53,312.9,7.35,3.48,4.73
STN_B,2025-03-11 07:00:00,7.15,7.47,388.01,13.55,6.77,7.89
STN_C,2025-03-11 07:00:00,6.19,7.25,441.17,16.8,9.74,9.97
STN_D,2025-03-11 07:00:00,4.91,6.96,552.25,23.56,11.49,13.77
STN_A,2025-03-11 08:00:00,6.91,7.56,347.36,11.21,3.68,5.03
STN_B,2025-03-11 08:00:00,6.55,7.42,399.51,9.94,6.55,6.92
STN_C,2025-03-11 08:00:00,6.38,7.33,443.93,17.87,9.75,10.62
STN_D,2025-03-11 08:00:00,4.53,7.19,544.73,25.42,12.79,13.8
STN_A,2025-03-11 09:00:00,7.25,7.57,320.22,7.96,3.51,5.14
STN_B,2025-03-11 09:00:00,7.15,7.33,389.29,12.52,7.21,8.03
STN_C,2025-03-11 09:00:00,5.61,7.16,442.24,17.31,8.72,10.24
STN_D,2025-03-11 09:00:00,4.93,7.05,508.18,25.77,11.98,12.89
STN_A,2025-03-11 10:00:00,6.83,7.36,344.51,7.6,6.2,5.5
STN_B,2025-03-11 10:00:00,7.03,7.46,382.41,11.14,5.25,7.71
STN_C,2025-03-11 10:00:00,5.86,7.23,462.25,18.57,8.66,10.64
STN_D,2025-03-11 10:00:00,5.02,7.09,530.79,24.95,10.58,13.66
STN_A,2025-03-11 11:00:00,7.34,7.31,304.38,11.07,4.22,5.04
STN_B,2025-03-11 11:00:00,6.23,7.28,377.12,13.49,6.02,7.4
STN_C,2025-03-11 11:00:00,6.19,7.11,454.58,19.54,8.29,10.14
STN_D,2025-03-11 11:00:00,5.52,7.03,536.06,24.82,13.47,12.05
STN_A,2025-03-11 12:00:00,6.85,7.31,309.52,6.97,3.82,4.32
STN_B,2025-03-11 12:00:00,6.21,7.37,357.05,11.08,8.07,7.23
STN_C,2025-03-11 12:00:00,4.99,7.02,453.42,18.18,8.56,11.35
STN_D,2025-03-11 12:00:00,5.62,7.01,533.13,26.42,12.88,12.65
STN_A,2025-03-11 13:00:00,7.28,7.4,326.36,8.04,3.92,5.2
STN_B,2025-03-11 13:00:00,5.75,7.15,376.83,10.71,6.47,7.29
STN_C,2025-03-11 13:00:00,5.41,7.22,449.94,15.84,8.85,10.73
STN_D,2025-03-11 13:00:00,4.14,7.0,528.66,29.01,13.0,13.11
STN_A,2025-03-11 14:00:00,6.74,7.23,304.29,9.01,4.16,5.2
STN_B,2025-03-11 14:00:00,5.99,7.28,381.58,10.45,5.85,6.29
STN_C,2025-03-11 14:00:00,5.1,7.18,447.32,18.93,9.12,9.8
STN_D,2025-03-11 14:00:00,4.28,6.95,522.78,25.9,12.13,13.42
STN_A,2025-03-11 15:00:00,6.02,7.43,303.11,9.51,4.43,3.91
STN_B,2025-03-11 15:00:00,6.1,7.34,398.9,10.88,6.17,7.45
STN_C,2025-03-11 15:00:00,5.4,7.09,443.63,19.51,9.83,9.94
STN_D,2025-03-11 15:00:00,4.24,6.9,540.5,26.46,12.02,12.91
STN_A,2025-03-11 16:00:00,5.87,7.34,302.16,8.27,4.98,4.44
STN_B,2025-03-11 16:00:00,5.87,7.32,383.33,11.24,6.04,7.6
STN_C,2025-03-11 16:00:00,5.18,7.04,467.37,18.8,8.07,10.41
STN_D,2025-03-11 16:00:00,4.68,6.84,486.0,23.47,11.95,13.64
STN_A,2025-03-11 17:00:00,6.08,7.38,276.64,8.3,3.7,6.29
STN_B,2025-03-11 17:00:00,5.18,7.23,351.56,11.21,4.67,8.41
STN_C,2025-03-11 17:00:00,4.94,7.02,449.39,16.33,9.87,10.41
STN_D,2025-03-11 17:00:00,4.62,6.84,537.06,26.56,11.84,13.57
STN_A,2025-03-11 18:00:00,6.41,7.2,317.29,7.31,4.1,5.64
STN_B,2025-03-11 18:00:00,5.24,7.19,367.7,10.86,5.37,7.07
STN_C,2025-03-11 18:00:00,5.19,7.06,452.81,18.96,10.93,10.11
STN_D,2025-03-11 18:00:00,4.64,7.01,546.7,25.87,11.35,13.21
STN_A,2025-03-11 19:00:00,6.42,7.4,306.93,9.93,4.03,5.53
STN_B,2025-03-11 19:00:00,5.84,7.24,383.54,13.04,7.6,5.82
STN_C,2025-03-11 19:00:00,5.21,7.04,447.37,14.48,9.49,9.95
STN_D,2025-03-11 19:00:00,4.1,6.94,515.64,22.42,12.1,13.38
STN_A,2025-03-11 20:00:00,6.23,7.36,321.65,9.6,3.95,5.51
STN_B,2025-03-11 20:00:00,5.7,7.4,373.48,11.0,5.95,6.59
STN_C,2025-03-11 20:00:00,4.72,7.1,404.09,16.95,7.95,10.11
STN_D,2025-03-11 20:00:00,3.74,6.99,529.87,22.58,12.18,13.34
STN_A,2025-03-11 21:00:00,6.76,7.24,295.88,10.28,3.37,4.71
STN_B,2025-03-11 21:00:00,6.06,7.16,376.04,13.37,4.89,6.73
STN_C,2025-03-11 21:00:00,4.84,7.0,467.81,20.14,9.23,10.35
STN_D,2025-03-11 21:00:00,4.63,6.9,523.6,23.08,11.26,12.98
STN_A,2025-03-11 22:00:00,6.26,7.28,309.35,9.75,5.27,5.01
STN_B,2025-03-11 22:00:00,6.15,7.23,349.04,10.69,5.78,7.11
STN_C,2025-03-11 22:00:00,5.25,7.05,441.41,18.54,7.94,10.51
STN_D,2025-03-11 22:00:00,4.4,7.14,515.3,24.31,11.58,12.75
STN_A,2025-03-11 23:00:00,6.88,7.4,334.83,8.72,4.05,5.25
STN_B,2025-03-11 23:00:00,6.46,7.35,384.24,12.66,5.1,8.57
STN_C,2025-03-11 23:00:00,5.56,7.15,449.6,14.58,8.81,10.07
STN_D,2025-03-11 23:00:00,4.45,6.93,514.94,26.18,13.03,13.13
STN_A,2025-03-12 00:00:00,6.66,7.4,321.52,8.35,4.37,4.76
STN_B,2025-03-12 00:00:00,6.38,7.36,374.1,9.45,5.32,7.97
STN_C,2025-03-12 00:00:00,5.02,7.23,424.1,16.87,8.73,11.1
STN_D,2025-03-12 00:00:00,4.83,7.01,506.0,25.81,11.62,12.89
STN_A,2025-03-12 01:00:00,6.85,7.51,331.45,6.69,3.52,4.59
STN_B,2025-03-12 01:00:00,6.41,7.42,382.98,8.74,6.63,6.22
STN_C,2025-03-12 01:00:00,5.44,7.17,448.77,19.33,8.54,9.45
STN_D,2025-03-12 01:00:00,4.86,7.13,529.47,25.16,13.09,13.71
STN_A,2025-03-12 02:00:00,7.31,7.38,331.77,7.72,3.71,4.62
STN_B,2025-03-12 02:00:00,6.42,7.32,382.57,11.77,6.2,7.36
STN_C,2025-03-12 02:00:00,5.69,7.12,419.93,19.18,9.09,9.92
STN_D,2025-03-12 02:00:00,5.43,6.97,520.87,23.58,12.55,11.69
STN_A,2025-03-12 03:00:00,7.42,7.56,306.18,8.12,3.3,5.28
STN_B,2025-03-12 03:00:00,6.82,7.31,360.57,13.67,7.58,7.32
STN_C,2025-03-12 03:00:00,6.05,7.17,452.72,18.55,8.88,10.83
STN_D,2025-03-12 03:00:00,5.23,7.12,517.6,24.93,13.0,13.11
STN_A,2025-03-12 04:00:00,7.31,7.53,314.56,5.91,5.28,5.66
STN_B,2025-03-12 04:00:00,7.03,7.32,401.7,14.97,6.86,8.01
STN_C,2025-03-12 04:00:00,6.2,7.14,457.64,16.49,8.55,10.21
